,name,prompt,adj1,adj2,style,mos_quality,std_quality,mos_align,std_align,gemma_al,gemma_perc
2045,sd1.5_lowcorr_263.jpg,"cute animal character sleeping in the space station, cold color, elevation view, abstract style",cold color,elevation view,abstract style,2.643063777,0.458128347,2.343118719,0.829923704,3.5,4.0
521,DALLE2_normal_229.jpg,"a heavily bloodied horrified pretty young woman, warm color, hyper detail",warm color,hyper detail,,2.476222723,0.421855239,1.94279623,0.648363447,4.2,4.5
1053,midjourney_lowstep_165.jpg,"a female hand holding a red fresh apple, long-shot",long-shot,,,2.65595515,0.349880048,2.653231999,0.70165969,4.5,4.5
1105,midjourney_lowstep_217.jpg,"a portrait photo of a beautiful female android, hyper detail, realistic style",hyper detail,,realistic style,2.851759102,1.022124178,3.268206767,0.42607834,4.0,4.5
2543,sd1.5_normal_161.jpg,"cute fluffy baby lop eared bunny rabbit, cold color",cold color,,,3.136939761,0.420529841,3.239106761,0.636753764,4.5,4.5
2727,xl2.2_normal_045.jpg,superman punches the pope,,,,2.954193289,0.421191192,2.577900713,1.163017846,4.5,4.5
642,glide_normal_052.jpg,concept art of giant ogres,,,,1.177351713,0.539715068,1.446324178,0.886446827,3.5,4.0
251,AttnGAN_normal_251.jpg,"a brain with eyeballs peaking out between the folds, long-shot, hyper detail",long-shot,hyper detail,,1.252358797,0.4640501,0.719280515,0.977929443,3.2,3.8
80,AttnGAN_normal_080.jpg,"painted portrait of goblin man, anime style",,,anime style,0.812984657,0.735026903,0.481457492,0.339049937,3.0,3.5
32,AttnGAN_normal_032.jpg,an emo portrait painting,,,,1.057775532,0.612666679,0.803090148,0.525455468,3.0,3.5
1607,sd1.5_highcorr_125.jpg,"a upright walking cute giraffe toy, long-shot",long-shot,,,3.135881857,0.580749825,2.939051921,0.735574925,4.0,4.5
1623,sd1.5_highcorr_141.jpg,"a portrait of girl bard in red dress, cold color",cold color,,,3.157062251,0.408411168,2.846322945,0.909865663,3.5,4.0
2697,xl2.2_normal_015.jpg,santa claus on drugs,,,,3.240419025,0.544233908,2.603839495,0.614847811,3.0,4.0
1808,sd1.5_lowcorr_026.jpg,a painting of a eclipse,,,,1.6723615,0.680370606,2.082397944,0.951435102,4.0,4.5
2872,xl2.2_normal_190.jpg,"delicious peanut butter donut with glazing , warm color, anime style",warm color,,anime style,3.645251835,0.627092043,3.197097634,0.78340086,4.0,4.5
809,glide_normal_219.jpg,"a brand logo of henry cavill as a catholic nun, HDR lighting, baroque style",HDR lighting,,baroque style,1.22513052,0.808635242,1.791293517,0.906282788,3.5,4.0
1862,sd1.5_lowcorr_080.jpg,"painted portrait of goblin man, anime style",,,anime style,2.808870337,0.623779528,3.61477839,0.605983668,4.0,4.5
1288,midjourney_normal_104.jpg,"a biomechanical cybertronic frog, baroque style",,,baroque style,3.662501677,0.731596219,3.635603955,0.635935866,4.5,4.8
2394,sd1.5_normal_012.jpg,life bar and mana bar,,,,2.989757839,0.429197186,2.142312157,1.000489566,3.5,4.0
979,midjourney_lowstep_091.jpg,"ufo ignoring the laws of phyics, sci-fi style",,,sci-fi style,2.326531297,0.870211283,2.719543848,0.79240443,4.2,4.0
88,AttnGAN_normal_088.jpg,"a space shuttle flying in space, abstract style",,,abstract style,1.22513052,0.413156708,1.02748653,0.685047874,3.2,3.8
1413,midjourney_normal_230.jpg,"a fantast beauty detailed elf with mermaid tail, cold color, blurred detail",cold color,blurred detail,,3.442225929,0.777047496,3.024436368,0.777508813,4.2,4.8
1797,sd1.5_lowcorr_015.jpg,santa claus on drugs,,,,2.251322245,0.421310603,2.70330186,0.372103707,3.0,4.0
1351,midjourney_normal_167.jpg,"two women working in a recording studio, hyper detail",hyper detail,,,3.550859712,0.525908235,3.658965437,0.606641784,4.2,4.5
2844,xl2.2_normal_162.jpg,"an industrial geometric temple lab room, top view",top view,,,3.673501579,0.360906935,2.653500595,0.441236859,4.2,4.5
651,glide_normal_061.jpg,"a yellow rendition of venom, sci-fi style",,,sci-fi style,1.494912264,0.667057786,1.231874682,0.530558064,3.5,3.5
2093,sd1.5_lowstep_011.jpg,the prince of the sun,,,,1.977251303,0.616732069,2.11394401,0.853111778,4.2,4.8
2458,sd1.5_normal_076.jpg,"a biomechanical dahlia flower, sci-fi style",,,sci-fi style,3.048358432,0.656118256,2.700983887,0.749574085,4.2,4.8
599,glide_normal_009.jpg,girl from fight club,,,,0.754308478,0.323115349,0.277575547,0.515737277,3.0,3.5
2595,sd1.5_normal_213.jpg,"a biomechanical hibiscus flower made of metal, elevation view, abstract style",elevation view,,abstract style,3.062007692,0.688503851,3.080096813,0.958341747,4.2,4.8
1237,midjourney_normal_052.jpg,concept art of giant ogres,,,,3.524162768,0.49081556,2.790068621,1.537157932,3.2,4.0
2233,sd1.5_lowstep_151.jpg,"photo of a white fashion jewelry store, cold color",cold color,,,3.369254363,0.404220506,3.386721989,0.501477969,3.5,4.0
511,DALLE2_normal_219.jpg,"a brand logo of henry cavill as a catholic nun, HDR lighting, baroque style",HDR lighting,,baroque style,2.299764158,0.594139599,2.983770234,0.527249999,3.5,4.0
141,AttnGAN_normal_141.jpg,"a portrait of girl bard in red dress, cold color",cold color,,,0.749492217,0.418028146,0.775738154,1.200086593,3.0,3.5
2619,sd1.5_normal_237.jpg,"portrait of terrified green ball gown young woman, top view, long-shot",top view,long-shot,,2.213514948,0.434251294,2.74673979,0.590534876,4.2,4.5
2550,sd1.5_normal_168.jpg,"the celestial realm of the elven deities, soft lighting",soft lighting,,,3.154005469,0.454130504,3.584393825,0.467886839,4.2,4.8
1345,midjourney_normal_161.jpg,"cute fluffy baby lop eared bunny rabbit, cold color",cold color,,,3.516223883,0.665541805,3.715711518,0.527201215,4.0,4.5
1820,sd1.5_lowcorr_038.jpg,christmas at kelly family,,,,3.727351438,0.303214847,3.695110932,0.677353447,4.0,4.5
443,DALLE2_normal_150.jpg,"portrait of ciri as a samurai assassin, warm color",warm color,,,2.846003747,0.759986896,3.092308057,0.718711248,3.5,4.5
1272,midjourney_normal_088.jpg,"a space shuttle flying in space, abstract style",,,abstract style,3.643633817,0.66297103,3.212187972,0.681037795,4.2,4.5
175,AttnGAN_normal_175.jpg,"a portrait of the mri brain damage demon, long-shot",long-shot,,,1.328882233,0.607510435,0.79120934,0.943438779,3.0,3.5
1236,midjourney_normal_051.jpg,hanging gardens of babylon,,,,3.878442297,0.288003288,3.847029211,0.318315498,4.5,4.8
296,AttnGAN_normal_296.jpg,"bloodborne werewolf howling in yharnam with full moon in background, blurred detail, soft lighting, sci-fi style",blurred detail,soft lighting,sci-fi style,0.902911271,0.483214786,0.976132005,1.016941531,3.2,3.8
1939,sd1.5_lowcorr_157.jpg,"spaceship flying over a strange planet, hyper detail",hyper detail,,,3.424268421,1.244113196,3.27248283,0.956352744,4.2,4.5
610,glide_normal_020.jpg,a overgrown old house,,,,0.764528218,0.664572892,1.763063447,0.629736819,3.0,3.5
1947,sd1.5_lowcorr_165.jpg,"a female hand holding a red fresh apple, long-shot",long-shot,,,2.166977719,0.905516817,2.087696228,0.77152498,3.5,4.0
705,glide_normal_115.jpg,"ocean of canvas that catches fire, anime style",,,anime style,0.720968251,0.342467312,0.653813422,0.964934574,3.5,4.0
2599,sd1.5_normal_217.jpg,"a portrait photo of a beautiful female android, hyper detail, realistic style",hyper detail,,realistic style,3.682240656,0.54019769,3.763463406,0.736879517,4.2,4.5
533,DALLE2_normal_242.jpg,"a living room with a black and white chevron floor, elevation view, blurred detail",elevation view,blurred detail,,0.820802133,0.380746294,1.470709125,0.889649052,3.5,3.0
1295,midjourney_normal_111.jpg,"grand canyon full of potato salad, sci-fi style",,,sci-fi style,2.92075847,0.823313652,2.106757591,1.043626471,3.0,3.5
958,midjourney_lowstep_069.jpg,"synthwave astronaut tabby cat, baroque style",,,baroque style,3.093635734,0.652367095,3.417262215,0.786285678,4.2,4.5
177,AttnGAN_normal_177.jpg,"a huge wooden carving sculpture of a fox, hyper detail",hyper detail,,,0.86802727,0.631159093,0.566059704,0.669367555,3.0,3.5
874,glide_normal_284.jpg,"portrait of beautiful female supermodel wearing olive dress, top view, soft lighting, baroque style",top view,soft lighting,baroque style,1.674967988,0.30844882,1.073086947,0.881208523,2.5,3.0
1480,midjourney_normal_298.jpg,"photoreal portrait very intricate darkwar hunter wearing a black hoody, hyper detail, soft lighting, abstract style",hyper detail,soft lighting,abstract style,3.730246705,0.357019202,3.543429565,0.400029237,4.5,4.3
184,AttnGAN_normal_184.jpg,"professional studio logo for robot artists, close-up, baroque style",close-up,,baroque style,0.712802152,0.324312882,1.321226762,1.325963262,3.5,4.0
478,DALLE2_normal_186.jpg,"a portrait of girl alchemist in blue dress, blurred detail, sci-fi style",blurred detail,,sci-fi style,3.59159738,0.272763133,3.480852014,0.204530488,4.2,4.5
952,midjourney_lowstep_063.jpg,"overwatch small hut building, abstract style",,,abstract style,2.610261314,0.70406541,2.960067189,0.584609742,3.5,4.0
1334,midjourney_normal_150.jpg,"portrait of ciri as a samurai assassin, warm color",warm color,,,4.029366636,0.447867237,3.978346905,0.237850608,4.2,4.8
420,DALLE2_normal_126.jpg,"the shogoth wearing a santa costume, blurred detail",blurred detail,,,2.409693201,0.783374119,2.166604866,1.021288391,3.5,3.8
410,DALLE2_normal_116.jpg,"portrait of beautiful armored girl, sci-fi style",,,sci-fi style,3.131243411,0.424621109,1.824290847,1.04348603,3.5,4.0
1323,midjourney_normal_139.jpg,"digital painting of a lake at sunset, HDR lighting",HDR lighting,,,3.808864944,0.573783568,3.781418415,0.441179738,4.2,4.5
44,AttnGAN_normal_044.jpg,male warrior silver armor,,,,1.106599613,0.524232798,0.553112625,0.466850533,3.0,3.5
1991,sd1.5_lowcorr_209.jpg,"an uprising of disneyland costumed characters, HDR lighting, baroque style",HDR lighting,,baroque style,3.017147546,0.386923151,2.592416657,0.978644041,3.5,4.0
889,glide_normal_299.jpg,"beautiful fluffy baby giraffe cheetah hybrid mixed creature character concept, hyper detail, HDR lighting, baroque style",hyper detail,HDR lighting,baroque style,1.101434458,0.596883812,2.31896878,0.627912954,3.2,3.8
1920,sd1.5_lowcorr_138.jpg,"render of dreamy beautiful landscape, soft lighting",soft lighting,,,3.757702826,0.623705811,3.906719072,0.535626699,3.5,4.0
2970,xl2.2_normal_288.jpg,"a beautiful painting of old golden samovars of russian empire, close-up, blurred detail, abstract style",close-up,blurred detail,abstract style,2.746169865,0.574004782,3.116693004,0.400244343,4.2,4.8
432,DALLE2_normal_138.jpg,"render of dreamy beautiful landscape, soft lighting",soft lighting,,,2.39306082,0.931456905,3.140830692,0.545854668,3.5,4.0
1600,sd1.5_highcorr_118.jpg,"foxes judging a cheese competition, abstract style",,,abstract style,2.111462098,0.859741196,2.679341611,0.903825088,4.2,4.5
1451,midjourney_normal_269.jpg,"poignant portrait of an older man remembering his youth, warm color, hyper detail, baroque style",warm color,hyper detail,baroque style,4.145497254,0.704938876,1.573439091,0.88823139,2.5,4.0
741,glide_normal_151.jpg,"photo of a white fashion jewelry store, cold color",cold color,,,1.787427355,0.492877787,2.06489602,0.880226787,3.0,3.5
393,DALLE2_normal_099.jpg,"brain floating out of a portrait, baroque style",,,baroque style,2.657997659,0.386321661,3.274264347,0.729044868,4.0,4.5
2628,sd1.5_normal_246.jpg,"alphonse eric from full metal alchemist brotherhood, elevation view, soft lighting",elevation view,soft lighting,,2.646335983,0.882855901,2.616801603,0.898544371,4.2,4.5
1525,sd1.5_highcorr_043.jpg,a frog wearing police cap,,,,3.455805152,0.596598709,3.703493793,0.415965946,3.5,4.0
565,DALLE2_normal_275.jpg,"a vibrant emotional key shot of cute australian shepherd, cold color, HDR lighting, anime style",cold color,HDR lighting,anime style,2.233675103,0.82798687,2.211793876,0.876790781,4.2,4.5
2822,xl2.2_normal_140.jpg,"cute great old ones sitting in a bar, warm color",warm color,,,3.197799919,0.364794616,1.432547651,0.810657653,4.0,4.5
246,AttnGAN_normal_246.jpg,"alphonse eric from full metal alchemist brotherhood, elevation view, soft lighting",elevation view,soft lighting,,0.463704663,0.883901444,0.27081407,0.744504133,3.0,4.0
1461,midjourney_normal_279.jpg,"table with everything ready for 5 o'clock at flower garden, elevation view, long-shot, baroque style",elevation view,long-shot,baroque style,3.636963354,0.566993432,2.247340947,1.014008811,3.5,4.0
162,AttnGAN_normal_162.jpg,"an industrial geometric temple lab room, top view",top view,,,0.747278376,0.737136097,0.767535581,0.443774969,3.0,3.5
2292,sd1.5_lowstep_210.jpg,"an astronaut meeting an alien lizard humanoid, warm color, anime style",warm color,,anime style,2.315150439,0.740447019,2.946511745,0.679642789,4.5,4.0
790,glide_normal_200.jpg,"alien planet landscape made out of mushrooms, warm color, anime style",warm color,,anime style,0.916490494,0.87186505,0.60877307,0.569625321,3.5,4.0
2817,xl2.2_normal_135.jpg,"a set of different trees and bushes, long-shot",long-shot,,,2.538526609,0.565054779,3.001128296,0.676496646,3.5,4.0
637,glide_normal_047.jpg,stalin tapdancing on stage,,,,1.49383774,0.267439768,0.265637574,0.468348897,2.0,3.5
1344,midjourney_normal_160.jpg,"cute soul ghost in infinity mirror room, warm color",warm color,,,3.14151795,1.038160048,3.167161119,0.865856698,4.2,4.8
402,DALLE2_normal_108.jpg,"portrait of a dancing eagle woman, abstract style",,,abstract style,1.619473192,0.837949082,1.87306074,1.423172588,4.2,4.8
256,AttnGAN_normal_256.jpg,"full length portrait of a beautiful woman with horns, blurred detail, soft lighting",blurred detail,soft lighting,,0.792278167,0.533205615,0.690390841,0.314609835,3.0,3.5
1889,sd1.5_lowcorr_107.jpg,"spritesheet game asset vector art, realistic style",,,realistic style,2.377839033,0.987196057,2.885703528,0.627325418,3.5,4.0
598,glide_normal_008.jpg,joe biden very happy,,,,1.599484777,0.377380508,1.519124647,1.464568543,3.5,3.8
937,midjourney_lowstep_048.jpg,scottish highlands at dawn,,,,1.713269529,0.623011002,2.486006301,1.05307304,3.5,4.0
1253,midjourney_normal_068.jpg,"yog sothoth chef in a kitchen, abstract style",,,abstract style,3.530578941,0.628949085,2.324182247,1.279266346,3.5,4.0
1330,midjourney_normal_146.jpg,"cute fluffy lion cheetah hybrid mixed, blurred detail",blurred detail,,,3.632335048,0.762296174,3.469719925,0.727123386,4.5,4.8
2183,sd1.5_lowstep_101.jpg,"a man playing an invisible cello, sci-fi style",,,sci-fi style,2.588700346,0.635772991,2.076296124,0.791971763,3.0,4.0
30,AttnGAN_normal_030.jpg,brand logo fruit company,,,,1.014269206,0.559228261,0.605682672,0.678309106,3.0,3.5
2934,xl2.2_normal_252.jpg,"a bokeh photo of a zombie gardener admiring flowers, close-up, soft lighting",close-up,soft lighting,,2.785504238,0.732482928,3.42150843,0.619728709,4.2,4.8
543,DALLE2_normal_252.jpg,"a bokeh photo of a zombie gardener admiring flowers, close-up, soft lighting",close-up,soft lighting,,2.462183558,0.643627595,2.452499565,0.523719054,3.0,3.5
1034,midjourney_lowstep_146.jpg,"cute fluffy lion cheetah hybrid mixed, blurred detail",blurred detail,,,2.426325581,0.498139467,3.720100101,0.446562769,3.5,4.0
1809,sd1.5_lowcorr_027.jpg,the large cresting waves,,,,2.161765422,0.485685397,3.576346344,0.556044309,4.5,4.5
2428,sd1.5_normal_046.jpg,the drowned and the saved,,,,2.218274567,0.541928969,1.996643532,0.823988603,3.5,4.0
2614,sd1.5_normal_232.jpg,"steampunk owl inside a glass jar buried in sand, warm color, soft lighting",warm color,soft lighting,,3.539096649,0.447624656,3.721214248,0.314314294,4.5,4.8
479,DALLE2_normal_187.jpg,"softboy aesthetic in ancient greek clothing, hyper detail, realistic style",hyper detail,,realistic style,2.657997659,0.814296348,1.672693868,0.722191936,3.5,4.0
1833,sd1.5_lowcorr_051.jpg,hanging gardens of babylon,,,,3.630412823,0.479711494,3.055730638,0.810248273,4.5,4.8
1187,midjourney_normal_001.jpg,a tray of sushi,,,,3.537280489,0.696301426,3.83707886,0.738674494,4.5,4.5
460,DALLE2_normal_168.jpg,"the celestial realm of the elven deities, soft lighting",soft lighting,,,2.016407538,0.398392695,2.311982676,0.782362407,3.5,4.0
1055,midjourney_lowstep_167.jpg,"two women working in a recording studio, hyper detail",hyper detail,,,2.463857203,0.375794952,2.926636646,0.396438768,3.5,4.0
2831,xl2.2_normal_149.jpg,"a plasticine model of a goblin raider, HDR lighting",HDR lighting,,,3.199282771,0.272306632,3.369510326,0.764212623,4.0,4.5
1089,midjourney_lowstep_201.jpg,"a gummy bear performing at woodstock concert, cold color, sci-fi style",cold color,,sci-fi style,2.460930201,0.490981876,2.897228486,0.640848076,3.5,4.0
73,AttnGAN_normal_073.jpg,"otter making a disgusted face, abstract style",,,abstract style,1.269550286,0.538479111,0.452923825,0.51185974,2.0,3.5
507,DALLE2_normal_215.jpg,"portrait with no signature of aggressive alien, long-shot, anime style",long-shot,,anime style,2.344386154,0.555478037,2.54176312,0.590565632,3.5,4.0
2111,sd1.5_lowstep_029.jpg,legendary river of slugs,,,,2.742340814,0.843031869,2.824865559,1.49280996,3.5,4.0
1159,midjourney_lowstep_273.jpg,"exploring an epic organic and colourful underground city, warm color, HDR lighting, abstract style",warm color,HDR lighting,abstract style,0.663293231,0.742893648,2.271926577,1.517237795,3.5,4.0
2738,xl2.2_normal_056.jpg,survival in a winter forest,,,,3.373697126,0.448106458,2.921613433,0.960725472,4.0,4.5
1225,midjourney_normal_039.jpg,beautiful topaz girl dark,,,,4.058272319,0.255470312,3.494659672,0.570908616,4.2,4.8
2759,xl2.2_normal_077.jpg,"a anthropomorphic cat warrior, realistic style",,,realistic style,3.345173159,0.411776319,3.592199458,0.4937446,4.5,4.3
1817,sd1.5_lowcorr_035.jpg,illustration of a rowboat,,,,2.804002459,0.592637777,2.890851301,0.601634029,3.5,4.0
2174,sd1.5_lowstep_092.jpg,"steampunk walter white portrait , realistic style",,,realistic style,2.991826524,0.643467635,3.075004622,0.754976498,4.5,4.5
2855,xl2.2_normal_173.jpg,"ancient japanese fantasy garden at night, elevation view",elevation view,,,3.610752151,0.697232294,2.888958056,0.914331912,4.2,4.5
2221,sd1.5_lowstep_139.jpg,"digital painting of a lake at sunset, HDR lighting",HDR lighting,,,2.377839033,0.614357839,2.908503737,1.02303798,3.5,4.0
1606,sd1.5_highcorr_124.jpg,"action shot of woman pole vaulting, close-up",close-up,,,3.017147546,0.78086905,3.067923111,0.890967997,4.5,4.8
2426,sd1.5_normal_044.jpg,male warrior silver armor,,,,2.899057018,0.58837098,3.146889346,0.672234921,4.5,4.5
2130,sd1.5_lowstep_048.jpg,scottish highlands at dawn,,,,3.316649193,0.842205713,3.336157521,0.638051125,4.2,4.8
2692,xl2.2_normal_010.jpg,face shot of a woman,,,,3.931077949,0.428812245,3.814814682,0.349437528,4.5,4.5
2878,xl2.2_normal_196.jpg,"the essence of the chemical element hydrogen, blurred detail, sci-fi style",blurred detail,,sci-fi style,2.161428554,1.155949695,2.299797301,1.417870804,3.5,4.0
2585,sd1.5_normal_203.jpg,"a beautiful brutalist concrete forest temple, elevation view, abstract style",elevation view,,abstract style,1.777662735,0.854961235,1.903300589,0.553548415,4.0,4.5
1068,midjourney_lowstep_180.jpg,"muscular cyborg girl with prosthetic arms, warm color, anime style",warm color,,anime style,1.851268265,0.656642841,3.137840023,1.153962228,3.5,4.0
2529,sd1.5_normal_147.jpg,"bill gates and jason statham fight m , hyper detail",hyper detail,,,3.131243411,0.627204933,1.787713427,0.752952995,3.5,4.0
1235,midjourney_normal_050.jpg,logo design of a full moon,,,,3.058356047,1.006463942,2.548396068,1.17504019,3.5,4.0
1407,midjourney_normal_223.jpg,"small group of nomads staying at ancient ruins, cold color, elevation view",cold color,elevation view,,3.25960126,0.457573012,3.031345691,0.665080209,3.5,4.0
298,AttnGAN_normal_298.jpg,"photoreal portrait very intricate darkwar hunter wearing a black hoody, hyper detail, soft lighting, abstract style",hyper detail,soft lighting,abstract style,0.929411321,0.719773315,0.942239977,0.591814476,2.5,3.5
1608,sd1.5_highcorr_126.jpg,"the shogoth wearing a santa costume, blurred detail",blurred detail,,,2.660597966,0.512021961,2.482684398,0.737491204,3.5,4.0
239,AttnGAN_normal_239.jpg,"a small grassland nestled in the hollow of a tree, elevation view, long-shot",elevation view,long-shot,,0.937026638,0.999554152,0.874199281,1.011317107,3.0,3.5
535,DALLE2_normal_244.jpg,"man at a royal banquet wearing an asymmetrical gown, top view, soft lighting",top view,soft lighting,,2.058266369,0.550775795,2.85340349,0.792650926,3.5,4.0
693,glide_normal_103.jpg,"a giant rock floating in the air, abstract style",,,abstract style,0.45479692,0.254632895,1.721981963,0.869123171,3.5,4.0
1071,midjourney_lowstep_183.jpg,"radioactive alien mushrooms in the forest , elevation view, abstract style",elevation view,,abstract style,2.747600946,0.269887622,3.038374121,0.714368708,3.5,4.0
2037,sd1.5_lowcorr_255.jpg,"magician god holding a divine staff character design, long-shot, HDR lighting",long-shot,HDR lighting,,2.260833548,0.684464797,2.089340898,0.582340874,3.5,4.5
787,glide_normal_197.jpg,"storm troopers cosplaying the power rangers , hyper detail, realistic style",hyper detail,,realistic style,0.143533905,1.015388784,0.43569296,0.71121383,,
759,glide_normal_169.jpg,"profile face portrait of a tin toy robot, HDR lighting",HDR lighting,,,1.337589887,0.607780656,1.118687364,0.887390466,3.5,4.0
1196,midjourney_normal_010.jpg,face shot of a woman,,,,4.172725551,0.769329252,4.286204297,0.549834454,4.5,4.5
1494,sd1.5_highcorr_012.jpg,life bar and mana bar,,,,3.093256891,0.410565617,2.059351502,1.156654434,3.5,4.0
767,glide_normal_177.jpg,"a huge wooden carving sculpture of a fox, hyper detail",hyper detail,,,0.128895573,0.376052061,0.341602936,0.402970126,3.0,5.0
1766,sd1.5_highcorr_284.jpg,"portrait of beautiful female supermodel wearing olive dress, top view, soft lighting, baroque style",top view,soft lighting,baroque style,3.041723666,1.132024565,3.311978472,0.552273736,3.5,4.0
2134,sd1.5_lowstep_052.jpg,concept art of giant ogres,,,,2.867071995,0.446989912,3.808121173,0.43081433,4.0,4.5
457,DALLE2_normal_165.jpg,"a female hand holding a red fresh apple, long-shot",long-shot,,,2.837204233,0.691200208,2.864560271,0.642546252,4.0,4.5
471,DALLE2_normal_179.jpg,"underwater photography of the rough ocean, HDR lighting",HDR lighting,,,1.867036088,1.452292988,2.746134145,1.025820001,4.0,4.5
650,glide_normal_060.jpg,"artwork with only triangles, anime style",,,anime style,1.063255848,0.447317489,1.507286544,0.988836031,3.5,4.0
838,glide_normal_248.jpg,"a redhair beautiful girl wearing brown olive dress, close-up, blurred detail",close-up,blurred detail,,0.649658335,0.384263359,0.507503744,0.331505594,2.5,3.0
2186,sd1.5_lowstep_104.jpg,"a biomechanical cybertronic frog, baroque style",,,baroque style,3.524162768,0.494729729,3.410832372,0.642517547,4.5,4.8
567,DALLE2_normal_277.jpg,"plasticine sculptures of two lovers walking through paris, top view, long-shot, realistic style",top view,long-shot,realistic style,2.757389397,0.552756488,2.475299774,0.559521531,3.5,4.0
1554,sd1.5_highcorr_072.jpg,"painted portrait of snake man, realistic style",,,realistic style,1.954767317,0.897682803,2.687482179,0.587787579,4.2,4.5
2917,xl2.2_normal_235.jpg,"steampunk squid inside a glass jar buried in sand, cold color, HDR lighting",cold color,HDR lighting,,3.010422973,0.540865085,3.079505301,0.691781593,4.2,4.5
729,glide_normal_139.jpg,"digital painting of a lake at sunset, HDR lighting",HDR lighting,,,1.006207915,0.534287314,1.629211276,1.061454994,3.5,4.0
998,midjourney_lowstep_110.jpg,"painted portrait of intense woman, anime style",,,anime style,3.39100366,0.778064364,3.548952321,0.703001786,4.2,4.5
108,AttnGAN_normal_108.jpg,"portrait of a dancing eagle woman, abstract style",,,abstract style,0.678279008,0.790858843,0.696426448,0.597760319,3.2,3.8
867,glide_normal_277.jpg,"plasticine sculptures of two lovers walking through paris, top view, long-shot, realistic style",top view,long-shot,realistic style,1.385522531,0.47347537,1.075675159,0.579956351,3.0,4.0
439,DALLE2_normal_145.jpg,"kraken is using large sponge for bath, long-shot",long-shot,,,3.048358432,0.380960927,1.972767588,0.340659148,3.5,4.0
318,DALLE2_normal_019.jpg,big boss eating dinner,,,,2.729274555,0.421459155,3.489909055,0.744348527,3.5,4.0
1586,sd1.5_highcorr_104.jpg,"a biomechanical cybertronic frog, baroque style",,,baroque style,2.852156791,0.549321673,3.214316689,0.706774038,4.2,4.8
644,glide_normal_054.jpg,beautiful white fluffy cat,,,,2.196265106,0.391044488,2.877106534,0.802402597,4.0,4.5
1005,midjourney_lowstep_117.jpg,"portrait of a cloaked female devil, realistic style",,,realistic style,3.008458905,0.492722201,3.048674194,0.65610737,4.5,4.3
1190,midjourney_normal_004.jpg,red and blue armor,,,,3.763104867,0.185784972,3.634307323,0.746058009,4.2,4.8
1730,sd1.5_highcorr_248.jpg,"a redhair beautiful girl wearing brown olive dress, close-up, blurred detail",close-up,blurred detail,,1.690506192,0.514905259,2.345378943,0.683353005,4.2,4.5
1410,midjourney_normal_226.jpg,"an anatomically correct cybertronic human heart, cold color, close-up",cold color,close-up,,3.657064334,0.873636939,3.717911141,0.71145443,4.2,4.8
1846,sd1.5_lowcorr_064.jpg,"monsters playing board games, baroque style",,,baroque style,2.426325581,0.449314086,2.508900426,0.54554126,3.5,4.0
411,DALLE2_normal_117.jpg,"portrait of a cloaked female devil, realistic style",,,realistic style,2.176839871,0.785229781,2.443074357,0.785800386,4.2,4.5
2939,xl2.2_normal_257.jpg,"dragons flyring around a snowcapped fantasy mountain, blurred detail, HDR lighting",blurred detail,HDR lighting,,2.80733647,1.083840651,2.901806096,0.768019716,4.5,4.5
2664,sd1.5_normal_282.jpg,"strange mythical plankton near a waterfall trying to escape, elevation view, blurred detail, realistic style",elevation view,blurred detail,realistic style,2.176839871,1.408041032,1.797978878,0.629033035,3.5,4.0
2362,sd1.5_lowstep_280.jpg,"rats in tuxedos drinking champagne in bubbles in the space, top view, blurred detail, anime style",top view,blurred detail,anime style,2.377839033,0.723424649,1.836893934,0.786270207,3.5,4.0
1577,sd1.5_highcorr_095.jpg,"moon sea with stars and galaxies, anime style",,,anime style,3.124885569,0.378838377,3.114500264,0.940548081,3.5,4.0
691,glide_normal_101.jpg,"a man playing an invisible cello, sci-fi style",,,sci-fi style,0.0,0.201756042,0.190499441,0.154827399,3.0,4.0
1518,sd1.5_highcorr_036.jpg,gnome warfare at walmart,,,,2.701232452,0.388189715,1.996643532,0.848162574,3.5,4.0
